requestid,tokenid,reconciliationidentity,versionnumber,serialnumber,manufacturername,workgroup,modifieddate,totalphysicalmemory,createdate,numberofslots,ReconciliationRuleId
000000000005095|000000000079597,,OI-6F00F4C27A6811EFB63152F50F8528D8,WC Auto Version Virtual,65cb6c66-9587-4b22-b7c6-1fe6cea7750b,dell,,1727177652,12,1727176383,8,120
000000000005193|000000000079695,,OI-6D66BB067A6811EFB59352F50F8528D8,WC Auto Version Virtual,f1ad9333-a73c-48f2-bc4b-def9ee9876de,dell,,1727177652,12,1727176439,8,120
000000000005183|000000000079685,,OI-6D68757C7A6811EFB59452F50F8528D8,WC Auto Version Virtual,9d98170c-850a-4bed-980f-875092042b5c,dell,,1727177652,12,1727176434,8,120
000000000005016|000000000079518,,OI-6D6A1BAC7A6811EFB59552F50F8528D8,WC Auto Version Virtual,7cf9129b-f1f1-48d7-8c2a-ed1365b2024d,dell,,1727177653,12,1727176338,8,120
000000000005082|000000000079584,,OI-6CD0B5487A6811EFB56352F50F8528D8,WC Auto Version Virtual,ee5b5de2-0ccc-425c-9d97-38b0cd9076ed,dell,,1727177653,12,1727176375,8,120
000000000005380|000000000079882,,OI-6D6C21EA7A6811EFB59652F50F8528D8,WC Auto Version Virtual,d3dd3365-6f22-4ab8-8c81-a185f7ec0836,dell,,1727177653,12,1727176549,8,120
000000000005418|000000000079920,,OI-6F4BE2C07A6811EFB64D52F50F8528D8,WC Auto Version Virtual,ca35b191-9881-4ca8-a69c-8a58580693d0,dell,,1727177653,12,1727176570,8,120
000000000005424|000000000079926,,OI-6F51587C7A6811EFB64E52F50F8528D8,WC Auto Version Virtual,00a603d8-7f53-43ea-a9f7-12c23b93c000,dell,,1727177653,12,1727176574,8,120
000000000005055|000000000079557,,OI-6F52586C7A6811EFB64F52F50F8528D8,WC Auto Version Virtual,6a761db7-f623-40e3-a1c3-e00cfbeb2073,dell,,1727177653,12,1727176360,8,120
000000000005002|000000000079504,,OI-6F550F267A6811EFB65052F50F8528D8,WC Auto Version Virtual,5fac2cf2-1e83-4ee9-b71c-399bcd7b5e65,dell,,1727177653,12,1727176331,8,120
000000000005223|000000000079725,,OI-6F5607C87A6811EFB65152F50F8528D8,WC Auto Version Virtual,2bbcccb7-9ac5-4f8a-83b8-753b55979f4b,dell,,1727177653,12,1727176457,8,120
000000000004935|000000000079437,,OI-6D6D4A3E7A6811EFB59752F50F8528D8,WC Auto Version Virtual,2442e808-7ca9-4b7e-9879-2d58d92b8e0c,dell,,1727177653,12,1727176291,8,120
000000000004986|000000000079488,,OI-6D4BBED27A6811EFB58752F50F8528D8,WC Auto Version Virtual,2461f33a-4b11-4a4b-bee7-5aa3c58ad565,dell,,1727177653,12,1727176321,8,120
000000000005351|000000000079853,,OI-6CD54A367A6811EFB56452F50F8528D8,WC Auto Version Virtual,111a3801-ceb0-49dc-97f4-dc0b8000f5b0,dell,,1727177653,12,1727176532,8,120
000000000004943|000000000079445,,OI-6CD759C07A6811EFB56552F50F8528D8,WC Auto Version Virtual,3c04c9de-5efe-4cd0-9318-63dbc97a9744,dell,,1727177653,12,1727176296,8,120
000000000005214|000000000079716,,OI-6CD9DD307A6811EFB56852F50F8528D8,WC Auto Version Virtual,505655dc-6dd4-4b46-bd8f-26482ad85ece,dell,,1727177653,12,1727176452,8,120
000000000005277|000000000079779,,OI-6DD8FDA67A6811EFB5B652F50F8528D8,WC Auto Version Virtual,796da100-a25b-43be-bea4-b9f19aaa7aa7,dell,,1727177653,12,1727176489,8,120
000000000005244|000000000079746,,OI-6B6052407A6811EFB4F052F50F8528D8,WC Auto Version Virtual,99947dbf-c9ad-4c91-b54b-65e31fb9c575,dell,,1727177653,12,1727176469,8,120
000000000005225|000000000079727,,OI-6AE8C8A67A6811EFB4C252F50F8528D8,WC Auto Version Virtual,26e35d76-06f3-4984-8316-ff43049b9857,dell,,1727177653,12,1727176458,8,120
000000000005171|000000000079673,,OI-6B606A507A6811EFB4F152F50F8528D8,WC Auto Version Virtual,44bf8e5b-fed1-44e1-b18f-fe0687167734,dell,,1727177653,12,1727176427,8,120
000000000004972|000000000079474,,OI-6AE90ABE7A6811EFB4C452F50F8528D8,WC Auto Version Virtual,7f6b4ad0-c0cf-49a0-9500-d906f5d076ef,dell,,1727177653,12,1727176313,8,120
000000000005061|000000000079563,,OI-6B66724C7A6811EFB4F252F50F8528D8,WC Auto Version Virtual,586480fb-2a7d-46b9-8a5f-6f197175beab,dell,,1727177653,12,1727176363,8,120
000000000005169|000000000079671,,OI-6F58274C7A6811EFB65252F50F8528D8,WC Auto Version Virtual,232a52e5-8c39-443c-8fb1-79de3a9be97c,dell,,1727177653,12,1727176426,8,120
000000000005103|000000000079605,,OI-6F6301307A6811EFB65352F50F8528D8,WC Auto Version Virtual,d6ccb8a2-5df8-47eb-93c7-8729921054c1,dell,,1727177653,12,1727176388,8,120
000000000005166|000000000079668,,OI-6F63BA627A6811EFB65452F50F8528D8,WC Auto Version Virtual,d8c6eb47-b7d7-4fed-85ee-99202599d6a4,dell,,1727177653,12,1727176424,8,120
000000000004939|000000000079441,,OI-6F686DD27A6811EFB65552F50F8528D8,WC Auto Version Virtual,27320f75-1daf-4444-ab31-2f986ea26402,dell,,1727177653,12,1727176294,8,120
000000000004973|000000000079475,,OI-6F72AA4A7A6811EFB65752F50F8528D8,WC Auto Version Virtual,e81970a7-416d-477f-8922-0760daf10c85,dell,,1727177653,12,1727176314,8,120
000000000007020|000000000081522,,OI-E230D68E7A6C11EFBCDC52F50F8528D8,Version - 1233,ede42e8b-4bd9-4210-a826-3dbecd25a7f1,lenovo,QA,1727179478,12,1727178966,4,110
000000000005329|000000000079831,,OI-6F73B69C7A6811EFB65852F50F8528D8,WC Auto Version Virtual,f20aef50-0929-486b-895d-7dc2dfe7984f,dell,,1727177653,12,1727176519,8,120
000000000005350|000000000079852,,OI-6F73C11E7A6811EFB65952F50F8528D8,WC Auto Version Virtual,1ad77ad0-2f65-495a-97e4-1d2ada3a37e0,dell,,1727177653,12,1727176531,8,120
000000000005121|000000000079623,,OI-6A95672E7A6811EFB4A952F50F8528D8,WC Auto Version Virtual,3c8c1cdc-c510-46b4-99b5-1d5e1c00263b,dell,,1727177653,12,1727176398,8,120
000000000005101|000000000079603,,OI-6A9567747A6811EFB4AA52F50F8528D8,WC Auto Version Virtual,77856602-ece1-4ade-8eff-fab4168269cc,dell,,1727177653,12,1727176386,8,120
000000000005402|000000000079904,,OI-6F73E4F07A6811EFB65A52F50F8528D8,WC Auto Version Virtual,3d1b431e-30a7-4f55-98e8-668999fa61ab,dell,,1727177653,12,1727176561,8,120
000000000004946|000000000079448,,OI-6FF04BBC7A6811EFB68852F50F8528D8,WC Auto Version Virtual,276510b5-d935-4ffc-9179-d4ad2df6bcdc,dell,,1727177653,12,1727176298,8,120
000000000005014|000000000079516,,OI-6DA63E667A6811EFB5A752F50F8528D8,WC Auto Version Virtual,85ce72aa-ac04-4da8-874f-fc9115128ebb,dell,,1727177653,12,1727176337,8,120
000000000004918|000000000079420,,OI-6DD99FEA7A6811EFB5B752F50F8528D8,WC Auto Version Virtual,b5d2a277-3ca7-4563-8259-0af4a13c69d6,dell,,1727177653,12,1727175968,8,120
000000000005196|000000000079698,,OI-6A95951E7A6811EFB4AC52F50F8528D8,WC Auto Version Virtual,bed61576-c008-4e75-bb45-9c76da7a0439,dell,,1727177653,12,1727176441,8,120
000000000005397|000000000079899,,OI-6A95A5B87A6811EFB4AD52F50F8528D8,WC Auto Version Virtual,23e6496c-d191-4073-98c1-6bf130e10942,dell,,1727177653,12,1727176558,8,120
000000000007304|000000000081806,,OI-E51569DC7A6C11EFBDC552F50F8528D8,Version - 1233,bb474c5d-8375-4bbf-bb5b-7d24a0d5e827,lenovo,QA,1727179482,12,1727179132,4,110
000000000005018|000000000079520,,OI-6FF15E1C7A6811EFB68952F50F8528D8,WC Auto Version Virtual,aa1894a2-8844-4f0d-8388-180321411a8e,dell,,1727177653,12,1727176340,8,120
000000000005278|000000000079780,,OI-6FF27F187A6811EFB68A52F50F8528D8,WC Auto Version Virtual,d34db59d-53ad-4a00-9972-cdcbef069c47,dell,,1727177653,12,1727176490,8,120
000000000005423|000000000079925,,OI-6FF4E05A7A6811EFB68B52F50F8528D8,WC Auto Version Virtual,e40cf64c-da32-4b75-a7f0-1e61cff6be77,dell,,1727177653,12,1727176573,8,120
000000000005004|000000000079506,,OI-6DA8CD987A6811EFB5A852F50F8528D8,WC Auto Version Virtual,58673b38-d855-4c0e-9b63-0fc74b45be0b,dell,,1727177653,12,1727176332,8,120
000000000005064|000000000079566,,OI-6DDB2EB47A6811EFB5B852F50F8528D8,WC Auto Version Virtual,e29d7c73-83e9-4dc5-9bd7-3dfc4127e909,dell,,1727177653,12,1727176365,8,120
000000000005185|000000000079687,,OI-6DB1E2E87A6811EFB5AB52F50F8528D8,WC Auto Version Virtual,5dd053f2-cc5e-468f-8494-ccef94b51101,dell,,1727177653,12,1727176435,8,120
000000000005398|000000000079900,,OI-6A95BC9C7A6811EFB4AE52F50F8528D8,WC Auto Version Virtual,9c75070a-47ef-4819-a164-0d7abe167339,dell,,1727177653,12,1727176559,8,120
000000000005076|000000000079578,,OI-6AB355727A6811EFB4B052F50F8528D8,WC Auto Version Virtual,fd61a294-a433-4c48-8569-bb0aadecadeb,dell,,1727177653,12,1727176372,8,120
000000000005294|000000000079796,,OI-6AE4A10E7A6811EFB4B152F50F8528D8,WC Auto Version Virtual,e698897e-4f42-48d7-99d3-788ed42f679e,dell,,1727177653,12,1727176499,8,120
000000000005102|000000000079604,,OI-6FFF879E7A6811EFB68C52F50F8528D8,WC Auto Version Virtual,846117d1-ba22-4b23-b9c9-e69769083860,dell,,1727177653,12,1727176387,8,120
000000000005125|000000000079627,,OI-6F74A2E67A6811EFB65B52F50F8528D8,WC Auto Version Virtual,a445c87d-0612-4623-acee-264a9530ed18,dell,,1727177653,12,1727176400,8,120
000000000005033|000000000079535,,OI-6F831D6C7A6811EFB65C52F50F8528D8,WC Auto Version Virtual,bf2ba6b7-c59c-4a07-b4e5-046b2cbe24d8,dell,,1727177653,12,1727176348,8,120
000000000005334|000000000079836,,OI-6DDB8F6C7A6811EFB5B952F50F8528D8,WC Auto Version Virtual,a0319dbb-b71f-4411-8f4e-84205b4c560e,dell,,1727177653,12,1727176522,8,120
000000000005362|000000000079864,,OI-6DB40AC87A6811EFB5AC52F50F8528D8,WC Auto Version Virtual,95ea5a86-ca24-4060-918b-f6eb25e09e01,dell,,1727177653,12,1727176538,8,120
000000000005345|000000000079847,,OI-6DDCBF727A6811EFB5BB52F50F8528D8,WC Auto Version Virtual,cdf24d1f-c7fb-4aa6-ac9d-bd73d6bd16ff,dell,,1727177653,12,1727176529,8,120
000000000005259|000000000079761,,OI-6F83D9007A6811EFB65D52F50F8528D8,WC Auto Version Virtual,93a10167-ad59-4bcf-8721-2476dd74ba8f,dell,,1727177653,12,1727176479,8,120
000000000005395|000000000079897,,OI-6F849FC07A6811EFB65E52F50F8528D8,WC Auto Version Virtual,d4a86d2a-f097-4a7a-84e7-51c85166ef0a,dell,,1727177653,12,1727176557,8,120
000000000005084|000000000079586,,OI-6F84C4467A6811EFB65F52F50F8528D8,WC Auto Version Virtual,81b1557b-d360-415c-b801-2f41b7515117,dell,,1727177653,12,1727176376,8,120
000000000005093|000000000079595,,OI-6AE4A4747A6811EFB4B252F50F8528D8,WC Auto Version Virtual,6c2df9cf-a433-4edb-a736-dff57cc9c430,dell,,1727177653,12,1727176382,8,120
000000000004981|000000000079483,,OI-6AE540E67A6811EFB4B352F50F8528D8,WC Auto Version Virtual,60149d53-a641-4827-81b3-d759a80cb8ce,dell,,1727177653,12,1727176318,8,120
000000000005081|000000000079583,,OI-6B669FCE7A6811EFB4F352F50F8528D8,WC Auto Version Virtual,9a7f03e1-3576-470d-9799-8fddf195616d,dell,,1727177653,12,1727176375,8,120
000000000005361|000000000079863,,OI-6AE548AC7A6811EFB4B452F50F8528D8,WC Auto Version Virtual,869c9049-ab0e-45d9-8b53-9c3835bdbd29,dell,,1727177653,12,1727176538,8,120
000000000005201|000000000079703,,OI-6AE5D57E7A6811EFB4B552F50F8528D8,WC Auto Version Virtual,602f7697-031b-454c-ad15-12020e9e1783,dell,,1727177653,12,1727176444,8,120
000000000005280|000000000079782,,OI-6F85C6527A6811EFB66052F50F8528D8,WC Auto Version Virtual,5c2f99c0-8f76-4bde-b59e-63d7b3048fd9,dell,,1727177653,12,1727176491,8,120
000000000005013|000000000079515,,OI-6FC79D347A6811EFB67A52F50F8528D8,WC Auto Version Virtual,ee80be96-1f18-4b13-ba2f-8dea04d1d222,dell,,1727177653,12,1727176337,8,120
000000000005073|000000000079575,,OI-6FC7BD507A6811EFB67B52F50F8528D8,WC Auto Version Virtual,6968889c-7063-41cc-b44a-79907ab64cb9,dell,,1727177653,12,1727176370,8,120
000000000005385|000000000079887,,OI-6FD2C7FE7A6811EFB67D52F50F8528D8,WC Auto Version Virtual,a3c7ffb0-79c4-423c-8d27-ebd4dbd9341d,dell,,1727177653,12,1727176551,8,120
000000000005240|000000000079742,,OI-6FD767827A6811EFB67F52F50F8528D8,WC Auto Version Virtual,604c880f-2f9b-417e-85a0-9583e1948865,dell,,1727177653,12,1727176467,8,120
000000000004983|000000000079485,,OI-6DDD83587A6811EFB5BC52F50F8528D8,WC Auto Version Virtual,1edfcd6e-56a5-4a62-a1d5-5a3f6ad068df,dell,,1727177653,12,1727176319,8,120
000000000004975|000000000079477,,OI-6DB4ED447A6811EFB5AD52F50F8528D8,WC Auto Version Virtual,e108beb5-47a7-4ebd-bc48-1e18eddc44cf,dell,,1727177653,12,1727176315,8,120
000000000005119|000000000079621,,OI-6DB82F367A6811EFB5AF52F50F8528D8,WC Auto Version Virtual,5ce4c839-ce0f-4daa-ba38-e2925030207b,dell,,1727177653,12,1727176397,8,120
000000000005310|000000000079812,,OI-6DC18A2C7A6811EFB5B152F50F8528D8,WC Auto Version Virtual,14adc48c-2209-4ce2-88a2-787ef931a0bb,dell,,1727177653,12,1727176508,8,120
000000000005123|000000000079625,,OI-6DC19E547A6811EFB5B252F50F8528D8,WC Auto Version Virtual,6c2986f2-6dfd-4e6c-9ae1-fe8875391959,dell,,1727177653,12,1727176399,8,120
000000000005297|000000000079799,,OI-6BFDB81E7A6811EFB52052F50F8528D8,WC Auto Version Virtual,7d5eb2f8-63ad-4f19-aa78-0f63668f7859,dell,,1727177653,12,1727176501,8,120
000000000005213|000000000079715,,OI-6C02118E7A6811EFB52152F50F8528D8,WC Auto Version Virtual,e413d406-a2f6-4fa7-ace9-d5151d0bc1fa,dell,,1727177653,12,1727176451,8,120
000000000005043|000000000079545,,OI-6C9A56747A6811EFB54E52F50F8528D8,WC Auto Version Virtual,6052053f-eed2-4373-a661-cc51738612a4,dell,,1727177653,12,1727176353,8,120
000000000005238|000000000079740,,OI-6C03D0647A6811EFB52252F50F8528D8,WC Auto Version Virtual,eb222030-e7d2-46cd-8f06-dc01f08e4ed3,dell,,1727177653,12,1727176466,8,120
000000000005266|000000000079768,,OI-6C03F44A7A6811EFB52352F50F8528D8,WC Auto Version Virtual,06676438-0968-479b-8b6e-56e0e288b75a,dell,,1727177653,12,1727176483,8,120
000000000005279|000000000079781,,OI-6B66B4007A6811EFB4F452F50F8528D8,WC Auto Version Virtual,42063835-97e0-42e0-81a1-f999f9e6d2ee,dell,,1727177653,12,1727176490,8,120
000000000005172|000000000079674,,OI-6AEA6D8C7A6811EFB4C652F50F8528D8,WC Auto Version Virtual,064d0163-5ada-42a7-b82e-bade554566c7,dell,,1727177653,12,1727176427,8,120
000000000005001|000000000079503,,OI-6AE6033C7A6811EFB4B652F50F8528D8,WC Auto Version Virtual,2ffef5fa-84fb-4edb-a4f6-7dc4cf94835b,dell,,1727177653,12,1727176330,8,120
000000000005194|000000000079696,,OI-6AFC58807A6811EFB4C852F50F8528D8,WC Auto Version Virtual,86f9e6c1-abf1-45a4-b0a5-a160f8ca9d99,dell,,1727177653,12,1727176440,8,120
000000000005161|000000000079663,,OI-6B6D8E9C7A6811EFB4F552F50F8528D8,WC Auto Version Virtual,15520455-939f-4d8e-b324-bf26364cde22,dell,,1727177653,12,1727176421,8,120
000000000005319|000000000079821,,OI-6C04FA707A6811EFB52452F50F8528D8,WC Auto Version Virtual,ac75f8d3-7250-414b-a436-e3e2a8640170,dell,,1727177653,12,1727176513,8,120
000000000005039|000000000079541,,OI-6C084CC07A6811EFB52552F50F8528D8,WC Auto Version Virtual,2c8d3f10-7156-4a1b-8879-8f082001fe0d,dell,,1727177653,12,1727176351,8,120
000000000004929|000000000079431,,OI-6C1A51F47A6811EFB52652F50F8528D8,WC Auto Version Virtual,55a740c0-98d8-4215-bf83-6c4d184b147f,dell,,1727177653,12,1727176288,8,120
000000000005152|000000000079654,,OI-6C1E69567A6811EFB52752F50F8528D8,WC Auto Version Virtual,d5602a9c-54a8-412d-89eb-1240f3601126,dell,,1727177654,12,1727176416,8,120
000000000005241|000000000079743,,OI-6C2182587A6811EFB52852F50F8528D8,WC Auto Version Virtual,1f1fb3b3-11f8-4fad-ab1d-b6aadbc32087,dell,,1727177654,12,1727176467,8,120
000000000005220|000000000079722,,OI-6C37FC727A6811EFB52952F50F8528D8,WC Auto Version Virtual,5601bf65-e2ef-47a6-80ec-f1b3b9b1f721,dell,,1727177654,12,1727176455,8,120
000000000005056|000000000079558,,OI-6B2133807A6811EFB4C952F50F8528D8,WC Auto Version Virtual,203c74c6-e4a5-45f2-b0ce-d8651233c167,dell,,1727177653,12,1727176360,8,120
000000000005293|000000000079795,,OI-6B21D4F27A6811EFB4CA52F50F8528D8,WC Auto Version Virtual,e517c414-56e2-44f2-b07c-9c1b9fcb5908,dell,,1727177653,12,1727176498,8,120
000000000005048|000000000079550,,OI-6B7080167A6811EFB4F652F50F8528D8,WC Auto Version Virtual,abcfe675-bb35-4ae3-aa79-11f1df5230f0,dell,,1727177654,12,1727176356,8,120
000000000005133|000000000079635,,OI-6B225D507A6811EFB4CB52F50F8528D8,WC Auto Version Virtual,8b2b9729-0b60-4992-aaf7-5dbbde9ad184,dell,,1727177654,12,1727176405,8,120
000000000005065|000000000079567,,OI-6B23620E7A6811EFB4CD52F50F8528D8,WC Auto Version Virtual,287c7675-19e0-4d4a-ad29-14089ce45a22,dell,,1727177654,12,1727176366,8,120
000000000005069|000000000079571,,OI-6B23F52A7A6811EFB4CE52F50F8528D8,WC Auto Version Virtual,94f0920a-bc35-497e-83d5-822ff128b645,dell,,1727177654,12,1727176368,8,120
000000000005132|000000000079634,,OI-6FDB203E7A6811EFB68052F50F8528D8,WC Auto Version Virtual,962f452b-3c02-480a-8fac-2b5c32bc7edb,dell,,1727177653,12,1727176404,8,120
000000000005210|000000000079712,,OI-6FE50FD67A6811EFB68352F50F8528D8,WC Auto Version Virtual,90c1ae09-6578-442c-8bfd-eef74c413244,dell,,1727177654,12,1727176449,8,120
000000000005106|000000000079608,,OI-6FEED4D07A6811EFB68652F50F8528D8,WC Auto Version Virtual,2d1ace96-5335-4bec-a2f5-16413918435d,dell,,1727177654,12,1727176389,8,120
000000000005094|000000000079596,,OI-6FEED6F67A6811EFB68752F50F8528D8,WC Auto Version Virtual,74582020-e631-4a6c-b514-0ca73dee160c,dell,,1727177654,12,1727176382,8,120
000000000005063|000000000079565,,OI-6F019FDA7A6811EFB63352F50F8528D8,WC Auto Version Virtual,594bc675-e763-4804-bc5c-da28adeb03c0,dell,,1727177654,12,1727176364,8,120
000000000005285|000000000079787,,OI-6DC29B067A6811EFB5B352F50F8528D8,WC Auto Version Virtual,30af2e59-32ff-408f-8e2d-7bb051fcc6eb,dell,,1727177653,12,1727176494,8,120
000000000005088|000000000079590,,OI-6DC377067A6811EFB5B452F50F8528D8,WC Auto Version Virtual,f1009487-3246-49cf-8191-21a36775a0d5,dell,,1727177653,12,1727176379,8,120
000000000005391|000000000079893,,OI-6CE41BA67A6811EFB56B52F50F8528D8,WC Auto Version Virtual,e7bd498c-0250-4b29-91c4-4fb89a88f1ce,dell,,1727177654,12,1727176555,8,120
000000000005343|000000000079845,,OI-6DCEAF547A6811EFB5B552F50F8528D8,WC Auto Version Virtual,11fbad89-08a5-4eea-b0cd-aaed8b5eb35f,dell,,1727177654,12,1727176527,8,120
000000000005246|000000000079748,,OI-6CE584B47A6811EFB56C52F50F8528D8,WC Auto Version Virtual,e4c96809-b682-431b-abef-62b9e3043dbc,dell,,1727177654,12,1727176470,8,120
000000000005399|000000000079901,,OI-6CE5F7827A6811EFB56D52F50F8528D8,WC Auto Version Virtual,beb034c3-d550-439d-af5b-14a82ed602b8,dell,,1727177654,12,1727176559,8,120
000000000005032|000000000079534,,OI-6C3827BA7A6811EFB52A52F50F8528D8,WC Auto Version Virtual,ed91a220-4ec5-4694-a680-385a88e0b339,dell,,1727177654,12,1727176347,8,120
000000000005114|000000000079616,,OI-6C392D687A6811EFB52B52F50F8528D8,WC Auto Version Virtual,97400fea-3908-4403-88ac-30d38007a8b1,dell,,1727177654,12,1727176394,8,120
000000000005083|000000000079585,,OI-6C395FB87A6811EFB52C52F50F8528D8,WC Auto Version Virtual,c6f46715-7ebb-4970-9fa8-51b86a469d36,dell,,1727177654,12,1727176376,8,120
000000000004970|000000000079472,,OI-6C3A69307A6811EFB52D52F50F8528D8,WC Auto Version Virtual,9a124954-292d-4392-b810-9c04eeea73f9,dell,,1727177654,12,1727176312,8,120
000000000005197|000000000079699,,OI-6C3AB6927A6811EFB52E52F50F8528D8,WC Auto Version Virtual,40632061-c4a5-48cc-8ac9-22071e96fa1a,dell,,1727177654,12,1727176442,8,120
000000000005382|000000000079884,,OI-6B2444127A6811EFB4CF52F50F8528D8,WC Auto Version Virtual,1b85abdd-4e05-413f-b040-b6fbec8f8de5,dell,,1727177654,12,1727176550,8,120
000000000005389|000000000079891,,OI-6B7C707E7A6811EFB4F752F50F8528D8,WC Auto Version Virtual,575c3ef8-38e0-4719-8ed1-9e8d0f851bd3,dell,,1727177654,12,1727176554,8,120
000000000005017|000000000079519,,OI-6B2450427A6811EFB4D052F50F8528D8,WC Auto Version Virtual,fa9dbe58-b40d-452f-95d3-dd7918aebd51,dell,,1727177654,12,1727176339,8,120
000000000005045|000000000079547,,OI-6B8215F67A6811EFB4F852F50F8528D8,WC Auto Version Virtual,59f083b7-49b7-4d6b-840f-c0658a79b32e,dell,,1727177654,12,1727176354,8,120
000000000005228|000000000079730,,OI-6B24511E7A6811EFB4D152F50F8528D8,WC Auto Version Virtual,1d257569-7307-4428-85b9-1e3dd2c84ae4,dell,,1727177654,12,1727176460,8,120
000000000005355|000000000079857,,OI-6C9BB5A07A6811EFB54F52F50F8528D8,WC Auto Version Virtual,b04914db-bf3a-436c-87b6-c34371a0a483,dell,,1727177654,12,1727176534,8,120
000000000005041|000000000079543,,OI-6C9D36BE7A6811EFB55052F50F8528D8,WC Auto Version Virtual,c861c6f3-4122-4ee4-91fa-2a313752a449,dell,,1727177654,12,1727176352,8,120
000000000005236|000000000079738,,OI-6C9D8F9C7A6811EFB55152F50F8528D8,WC Auto Version Virtual,0ea2a4df-8e79-4c3c-a428-21e221770cd4,dell,,1727177654,12,1727176464,8,120
000000000005230|000000000079732,,OI-6C9E12A07A6811EFB55252F50F8528D8,WC Auto Version Virtual,25b9b0e1-f542-4c92-b660-b9cc43b5cfb4,dell,,1727177654,12,1727176461,8,120
000000000005348|000000000079850,,OI-6F04B9727A6811EFB63552F50F8528D8,WC Auto Version Virtual,819494c4-8588-4761-9125-aa62c636ea99,dell,,1727177654,12,1727176530,8,120
000000000004993|000000000079495,,OI-6F0E11167A6811EFB63652F50F8528D8,WC Auto Version Virtual,5ac6e0f0-4738-450a-bd6c-bdefbeae5718,dell,,1727177654,12,1727176326,8,120
000000000005218|000000000079720,,OI-6F103B307A6811EFB63752F50F8528D8,WC Auto Version Virtual,f4acca4e-4078-491d-90fa-3c89cc75c67f,dell,,1727177654,12,1727176454,8,120
000000000005404|000000000079906,,OI-6D11BB7E7A6811EFB57152F50F8528D8,WC Auto Version Virtual,a14b62d6-df97-4d1e-b686-efe8aa940edc,dell,,1727177654,12,1727176562,8,120
000000000005157|000000000079659,,OI-6D12C0327A6811EFB57452F50F8528D8,WC Auto Version Virtual,17df6aa4-6ff3-4917-b370-8698c7ec3ee8,dell,,1727177654,12,1727176419,8,120
000000000005000|000000000079502,,OI-6D1320C27A6811EFB57552F50F8528D8,WC Auto Version Virtual,6191739e-2516-43d0-aa5c-ab3ad6d64167,dell,,1727177654,12,1727176329,8,120
000000000005198|000000000079700,,OI-6D1733BA7A6811EFB57652F50F8528D8,WC Auto Version Virtual,441a1b1d-1ed7-437c-ab70-1b6f4936dd0b,dell,,1727177654,12,1727176442,8,120
000000000005401|000000000079903,,OI-6BA319A47A6811EFB4F952F50F8528D8,WC Auto Version Virtual,c4479fb5-e692-4bb9-b3d4-8271d1e2bf75,dell,,1727177654,12,1727176561,8,120
000000000004909|000000000079411,,OI-6B246EEC7A6811EFB4D252F50F8528D8,WC Auto Version Virtual,bd41c19e-13a9-4a94-bc97-b1cccdc1e31a,dell,,1727177654,12,1727175961,8,120
000000000005272|000000000079774,,OI-6F1230B67A6811EFB63852F50F8528D8,WC Auto Version Virtual,a36ee1e5-2c37-4b53-ae10-8e1b2c8927ec,dell,,1727177654,12,1727176486,8,120
000000000005026|000000000079528,,OI-6F1A6F427A6811EFB63B52F50F8528D8,WC Auto Version Virtual,b56cfaf7-117d-450a-916c-d5fc27b5c83e,dell,,1727177654,12,1727176344,8,120
000000000005349|000000000079851,,OI-6F1AF4F87A6811EFB63C52F50F8528D8,WC Auto Version Virtual,5d389a39-1697-4388-a64d-1655b921c97d,dell,,1727177654,12,1727176531,8,120
000000000005202|000000000079704,,OI-6CA39F227A6811EFB55352F50F8528D8,WC Auto Version Virtual,a4bb45e4-cdb5-423a-85c0-4f8078e28ea5,dell,,1727177654,12,1727176445,8,120
000000000005222|000000000079724,,OI-6CA53B0C7A6811EFB55452F50F8528D8,WC Auto Version Virtual,d85d05ea-41e7-4907-89c1-ce9564edc103,dell,,1727177654,12,1727176456,8,120
000000000005191|000000000079693,,OI-6CA6B1087A6811EFB55552F50F8528D8,WC Auto Version Virtual,8b6908c2-96e9-42e6-b11c-982ff15b1a6b,dell,,1727177654,12,1727176438,8,120
000000000005175|000000000079677,,OI-6C3B454E7A6811EFB52F52F50F8528D8,WC Auto Version Virtual,8dd1a206-5477-460a-bbef-d2a63ef90669,dell,,1727177654,12,1727176429,8,120
000000000004987|000000000079489,,OI-6C3BC3987A6811EFB53052F50F8528D8,WC Auto Version Virtual,652307de-7b5f-4e13-82c3-67a5deeaf5bf,dell,,1727177654,12,1727176322,8,120
000000000005235|000000000079737,,OI-6BA4B9307A6811EFB4FA52F50F8528D8,WC Auto Version Virtual,92a9036b-5e6d-49a3-a335-9a0e202f3c54,dell,,1727177654,12,1727176464,8,120
000000000004927|000000000079429,,OI-6B24C52C7A6811EFB4D352F50F8528D8,WC Auto Version Virtual,295826b1-91c7-4146-980e-86a47f88d4be,dell,,1727177654,12,1727176286,8,120
000000000005131|000000000079633,,OI-6B25415A7A6811EFB4D452F50F8528D8,WC Auto Version Virtual,b357dc14-7cc4-4664-890c-b21fb38b848c,dell,,1727177654,12,1727176404,8,120
000000000005344|000000000079846,,OI-6D184CA07A6811EFB57752F50F8528D8,WC Auto Version Virtual,10e0020c-e097-4ff7-8619-64b743b44c48,dell,,1727177654,12,1727176528,8,120
000000000005421|000000000079923,,OI-6D1D33147A6811EFB57952F50F8528D8,WC Auto Version Virtual,48f55d5f-a302-498c-a002-56ade2c8ce97,dell,,1727177654,12,1727176572,8,120
